id,isolation_score,svm_score
AV13O1A8GV-KLJ3akUyj,-0.04789948665572008,-7.811741874536479
AV14LG0R-jtxr-f38QfS,-0.12932354134488744,-12.802304128969945
AV14LG0R-jtxr-f38QfS,-0.14388517056551398,-13.424975456238064
AV16khLE-jtxr-f38VFn,-0.05106925598884393,-3.876487348338534
AV16khLE-jtxr-f38VFn,0.03174354591427697,1.4323028816460202
AV16khLE-jtxr-f38VFn,-0.003817595170154786,-0.23918387425441878
AV16khLE-jtxr-f38VFn,0.05198061420861744,1.3381328124059522
AV16khLE-jtxr-f38VFn,0.0659491747615808,2.7899497595848466
AV16khLE-jtxr-f38VFn,0.05027530542334757,1.1196263767193813
AV16khLE-jtxr-f38VFn,0.05675617238453867,2.644776434585367
AV16khLE-jtxr-f38VFn,-0.023536477445841197,-3.426369168184225
AV16khLE-jtxr-f38VFn,0.056863177411708876,1.9466540503282133
AV16khLE-jtxr-f38VFn,-0.04503564416058903,-6.620922066410234
AV16khLE-jtxr-f38VFn,0.03607351222775723,0.3203836580728652
AV16khLE-jtxr-f38VFn,0.05937040562272222,1.911508662213027
AV16khLE-jtxr-f38VFn,0.05734329851828013,2.2302744388414304
AV16khLE-jtxr-f38VFn,-0.01646001104037731,-4.622161956737928
AV16khLE-jtxr-f38VFn,0.05345028629831927,1.7442391077723371
AV16khLE-jtxr-f38VFn,0.040184756750360595,5.415890582938232e-05
AV16khLE-jtxr-f38VFn,0.05261080634887172,2.5712404311058776
AV16khLE-jtxr-f38VFn,0.0380414495498369,-0.0004505569406063614
AV16khLE-jtxr-f38VFn,0.10601724178051547,3.8169401864212062
AV16khLE-jtxr-f38VFn,0.08880419448185345,2.183508931364724
AV16khLE-jtxr-f38VFn,-0.06661143970362415,-7.499086326542226
AV16khLE-jtxr-f38VFn,0.036465607809824774,0.4296169989156535
AV16khLE-jtxr-f38VFn,0.06715178800795052,2.211092314024441
AV16khLE-jtxr-f38VFn,0.10174848286356514,3.820156142282059
AV16khLE-jtxr-f38VFn,0.03891925669980312,1.0036622146364707
AV16khLE-jtxr-f38VFn,0.1103462325414965,4.289359851075105
AV16khLE-jtxr-f38VFn,0.10227467981276761,3.515196483211284
AV1d76w7vKc47QAVhCqn,-0.08934358464095826,-6.7996439197448915
AV1d76w7vKc47QAVhCqn,0.06841906499921724,2.8606927872765837
AV1d76w7vKc47QAVhCqn,0.013632995418072169,0.4846540312680183
AV1d76w7vKc47QAVhCqn,0.10605362163547244,3.329758243521013
AV1d76w7vKc47QAVhCqn,0.1168823808045753,2.0023185697895087
